hotel,address,price,score,avg review,reviews count,lodgingtype,url,deals
2Br Star Residence Pool View Home,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,100","9.8
Scored 9.8",Exceptional,5,Apartment with Pool View,https://www.booking.com/hotel/my/2br-star-residence-pool-view-home-kuala-lumpur.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=62&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=1109381902_391725973_0_0_0&highlighted_blocks=1109381902_391725973_0_0_0&matching_block_id=1109381902_391725973_0_0_0&sr_pri_blocks=1109381902_391725973_0_0_0__110000&from=searchresults,No deals available
The Platinum Kuala Lumpur By Castle,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 863,"9.7
Scored 9.7",Exceptional,36,One-Bedroom Apartment,https://www.booking.com/hotel/my/platinum2-klcc-view.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=63&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=1127938102_389417013_2_0_0&highlighted_blocks=1127938102_389417013_2_0_0&matching_block_id=1127938102_389417013_2_0_0&sr_pri_blocks=1127938102_389417013_2_0_0__86250&from_sustainable_property_sr=1&from=searchresults,Getaway Deal. You're getting a reduced rate because this property is offering a discount on stays between 29 March–30 September 2024..
Jannat Service Suite At Times Square Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 555,"9.7
Scored 9.7",Exceptional,3,Superior Apartment,https://www.booking.com/hotel/my/presidential-service-suite-at-times-square.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=64&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=1013961604_394647144_0_0_0&highlighted_blocks=1013961604_394647144_0_0_0&matching_block_id=1013961604_394647144_0_0_0&sr_pri_blocks=1013961604_394647144_0_0_0__55530&from=searchresults,No deals available
near klcc vortex suites by PLUS POIN,"Bukit Bintang, Kuala Lumpur","MYR 1,197","9.7
Scored 9.7",Exceptional,27,Two-Bedroom Apartment,https://www.booking.com/hotel/my/vortex-klcc-by-dream-house.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=65&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=911158501_362399185_4_0_0&highlighted_blocks=911158501_362399185_4_0_0&matching_block_id=911158501_362399185_4_0_0&sr_pri_blocks=911158501_362399185_4_0_0__119700&from=searchresults,No deals available
7mintoKLCC-KLTower-Modern1R1B#NETFLIX#Wi-Fi#,"Bukit Bintang, Kuala Lumpur",MYR 466,"9.7
Scored 9.7",Exceptional,3,One-Bedroom Apartment,https://www.booking.com/hotel/my/in-the-heart-of-kuala-lumpur-the-robertson-residences.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=66&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=917555301_363308256_2_0_0&highlighted_blocks=917555301_363308256_2_0_0&matching_block_id=917555301_363308256_2_0_0&sr_pri_blocks=917555301_363308256_2_0_0__46600&from=searchresults,No deals available
Ekocheras Cozy Loft,Kuala Lumpur,MYR 486,"9.7
Scored 9.7",Exceptional,3,One-Bedroom Apartment,https://www.booking.com/hotel/my/ekocherascozy-with-steamboat-wifi-netflix-atarigame-and-near-mrt.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=67&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=1168708801_389436716_5_0_0&highlighted_blocks=1168708801_389436716_5_0_0&matching_block_id=1168708801_389436716_5_0_0&sr_pri_blocks=1168708801_389436716_5_0_0__48600&from_sustainable_property_sr=1&from=searchresults,No deals available
Luxury Studio Apartment with KL Breathtaking View,"Mid Valley, Kuala Lumpur",MYR 576,"9.7
Scored 9.7",Exceptional,3,One-Bedroom Apartment,https://www.booking.com/hotel/my/luxury-1-bedroom-studio-with-kl-breathtaking-view.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=68&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=1014026701_373985522_2_34_0&highlighted_blocks=1014026701_373985522_2_34_0&matching_block_id=1014026701_373985522_2_34_0&sr_pri_blocks=1014026701_373985522_2_34_0__57600&from_sustainable_property_sr=1&from=searchresults,No deals available
Legasi Kampung Baru by Twenty7,Kuala Lumpur,MYR 670,"9.7
Scored 9.7",Exceptional,54,Three-Bedroom Apartment,https://www.booking.com/hotel/my/27-legasi-kampung-baru-homestay.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=69&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=892567901_368390049_5_0_0&highlighted_blocks=892567901_368390049_5_0_0&matching_block_id=892567901_368390049_5_0_0&sr_pri_blocks=892567901_368390049_5_0_0__67000&from=searchresults,No deals available
Cosy City Centre Living at WTC,"Chow Kit, Kuala Lumpur",MYR 679,"9.7
Scored 9.7",Exceptional,27,Two-Bedroom Apartment,https://www.booking.com/hotel/my/wtc-villa-puteri.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=70&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=904585001_361433729_4_0_0&highlighted_blocks=904585001_361433729_4_0_0&matching_block_id=904585001_361433729_4_0_0&sr_pri_blocks=904585001_361433729_4_0_0__67900&from=searchresults,No deals available
Sunway Velocity MRT LRT Premium Family Homestay,"Pudu, Kuala Lumpur",MYR 582,"9.7
Scored 9.7",Exceptional,3,Three-Bedroom Apartment,https://www.booking.com/hotel/my/sunway-velocity-mrt-lrt-premium-family-homestay.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=71&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=1071625401_379686530_3_0_0&highlighted_blocks=1071625401_379686530_3_0_0&matching_block_id=1071625401_379686530_3_0_0&sr_pri_blocks=1071625401_379686530_3_0_0__58208&from_sustainable_property_sr=1&from=searchresults,No deals available
vortex suites klcc HOLIDAY apartment,"Bukit Bintang, Kuala Lumpur","MYR 1,310","9.7
Scored 9.7",Exceptional,26,Three-Bedroom Apartment,https://www.booking.com/hotel/my/vortex-suites-klcc-by-pic.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKEBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKX68izBsACAdICJGMxM2Q0NjE0LWRhZDEtNDY3Ni1iOThjLTNkNGEzZGFlMjg2ZdgCBeACAQ&sid=f9d0ad33086a56b2cc3cfecfe9bd03c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-06-21&checkout=2024-06-23&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=72&sr_order=popularity&srpvid=0d896bc7a9bc0080&srepoch=1718810468&all_sr_blocks=915344001_362982778_2_0_0&highlighted_blocks=915344001_362982778_2_0_0&matching_block_id=915344001_362982778_2_0_0&sr_pri_blocks=915344001_362982778_2_0_0__131040&from=searchresults,No deals available
